<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.04.03	04:00:00	1.15382	1.15400	1.15321	1.15339	2908	0	0
2026.04.03	08:00:00	1.15339	1.15464	1.15292	1.15432	3437	0	0
2026.04.03	12:00:00	1.15431	1.15490	1.15155	1.15309	5252	0	0
2026.04.03	16:00:00	1.15310	1.15386	1.15189	1.15192	7841	0	0
2026.04.03	20:00:00	1.15191	1.15320	1.15104	1.15146	4589	0	0
2026.04.06	00:00:00	1.15201	1.15225	1.15053	1.15118	7341	0	0
2026.04.06	04:00:00	1.15120	1.15288	1.15064	1.15244	8734	0	0
2026.04.06	08:00:00	1.15244	1.15688	1.15220	1.15553	10134	0	0
2026.04.06	12:00:00	1.15554	1.15604	1.15376	1.15534	10318	0	0
2026.04.06	16:00:00	1.15534	1.15716	1.15354	1.15451	16658	0	0
2026.04.06	20:00:00	1.15450	1.15527	1.15342	1.15428	10700	0	0
2026.04.07	00:00:00	1.15403	1.15480	1.15366	1.15376	4803	0	0
2026.04.07	04:00:00	1.15376	1.15402	1.15243	1.15383	6570	0	0
2026.04.07	08:00:00	1.15383	1.15756	1.15302	1.15735	12395	0	0
2026.04.07	12:00:00	1.15735	1.15755	1.15457	1.15605	15370	0	0
2026.04.07	16:00:00	1.15605	1.15830	1.15559	1.15714	18351	0	0
2026.04.07	20:00:00	1.15715	1.16051	1.15664	1.15973	14492	0	0
2026.04.08	00:00:00	1.15939	1.16969	1.15868	1.16718	22774	0	0
2026.04.08	04:00:00	1.16717	1.16884	1.16662	1.16763	14181	0	0
2026.04.08	08:00:00	1.16767	1.17086	1.16688	1.16811	17811	0	0
2026.04.08	12:00:00	1.16811	1.17180	1.16775	1.17141	16721	0	0
2026.04.08	16:00:00	1.17141	1.17218	1.16770	1.16818	22258	0	0
2026.04.08	20:00:00	1.16818	1.16852	1.16434	1.16621	14599	0	0
2026.04.09	00:00:00	1.16619	1.16677	1.16495	1.16571	5388	0	0
2026.04.09	04:00:00	1.16572	1.16711	1.16505	1.16665	7657	0	0
2026.04.09	08:00:00	1.16664	1.16749	1.16542	1.16721	9866	0	0
2026.04.09	12:00:00	1.16719	1.16899	1.16684	1.16860	10814	0	0
2026.04.09	16:00:00	1.16864	1.17141	1.16743	1.17106	18598	0	0
2026.04.09	20:00:00	1.17106	1.17234	1.16951	1.16982	11037	0	0
2026.04.10	00:00:00	1.16984	1.17026	1.16855	1.16880	4721	0	0
